source_id,path,source_type,authority_status,owner,last_reviewed,notes
SRC-REG-SKILL-LIFECYCLE,Sys4AI/registries/skill_lifecycle_status_registry.csv,skill_lifecycle_status_registry,controlled,implementation_initialization,2026-07-07,Registry of controlled skill lifecycle statuses.
SRC-SCHEMA-SYSTEM-LAYER-ROW,Sys4AI/schemas/contracts/system_layer_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for system layer registry rows.
SRC-SCHEMA-DISCOVERY-RECORD-ROW,Sys4AI/schemas/contracts/discovery_record_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for discovery record registry rows.
SRC-SCHEMA-ROLE-ROW,Sys4AI/schemas/contracts/role_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for role registry rows.
SRC-SCHEMA-ROLE-SKILL-CROSSWALK-ROW,Sys4AI/schemas/contracts/role_skill_crosswalk_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for role skill crosswalk rows.
SRC-SCHEMA-ROLE-EXECUTION-BINDING-ROW,Sys4AI/schemas/contracts/role_execution_binding_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for role execution binding rows.
SRC-SCHEMA-ARTIFACT-CONTRACT-ROW,Sys4AI/schemas/contracts/artifact_contract_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for artifact contract registry rows.
SRC-SCHEMA-CORE-SKILL-PROPOSAL-ROW,Sys4AI/schemas/contracts/core_skill_proposal_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for core skill proposal rows.
SRC-SCHEMA-SKILL-LIFECYCLE-STATUS-ROW,Sys4AI/schemas/contracts/skill_lifecycle_status_registry_row.schema.json,validation_contract,controlled,implementation_initialization,2026-07-07,JSON Schema contract for skill lifecycle status rows.
SRC-TEMP-HANDOFF-0013,temp_handoff/handoff-0013.md,handoff,controlled,control_loop,2026-07-07,PRD integration temp handoff inspected before registry and schema expansion.
SRC-DDR-REGISTRY-SCHEMA-EXPANSION-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-02-REGISTRY-SCHEMA-EXPANSION-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations registry and schema expansion.
SRC-AJ-REGISTRY-SCHEMA-EXPANSION-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-02-REGISTRY-SCHEMA-EXPANSION-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations registry and schema expansion.
SRC-MEMORY-PREFLIGHT-REGISTRY-SCHEMA-EXPANSION-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-02-REGISTRY-SCHEMA-EXPANSION-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations registry and schema expansion.
SRC-COMPLETION-REGISTRY-SCHEMA-EXPANSION-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-02-REGISTRY-SCHEMA-EXPANSION-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations registry and schema expansion.
SRC-HANDOFF-REGISTRY-SCHEMA-EXPANSION-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-02-REGISTRY-SCHEMA-EXPANSION-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations registry and schema expansion.
SRC-TEMP-HANDOFF-0014,temp_handoff/handoff-0014.md,handoff,controlled,control_loop,2026-07-07,Registry and schema expansion temp handoff recommending the discovery gate AgentJob.
SRC-SKILL-SYSDEF-CONTEXT45-RUNTIME,.agents/skills/system-definition-interview-context-45/SKILL.md,runtime_skill,controlled,system_definition,2026-07-07,Active runtime discovery gate skill instructions for system-definition-interview-context-45.
SRC-SKILL-SYSDEF-CONTEXT45-RUNTIME-MANIFEST,.agents/skills/system-definition-interview-context-45/skill.yaml,runtime_skill_manifest,controlled,system_definition,2026-07-07,Runtime manifest for system-definition-interview-context-45 discovery gate behavior.
SRC-SKILL-SYSDEF-CONTEXT45-RUNTIME-RDR-TEMPLATE,.agents/skills/system-definition-interview-context-45/templates/requirements-discovery-record-template.md,template,controlled,system_definition,2026-07-07,Runtime skill bundled RDR template with discovery gate fields.
SRC-SKILL-SYSDEF-CONTEXT45-PRODUCT,Sys4AI/skills/core/system-definition-interview-context-45/SKILL.md,skill_adapter,controlled,system_definition,2026-07-07,Product scaffold adapter for system-definition-interview-context-45 discovery gate behavior.
SRC-DDR-DISCOVERY-GATE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-03-DISCOVERY-GATE-001.yaml,director_decision,controlled,system_definition,2026-07-07,Director decision selecting all-recommendations discovery gate implementation.
SRC-AJ-DISCOVERY-GATE-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-03-DISCOVERY-GATE-001.yaml,agentjob,historical,system_definition,2026-07-07,Completed AgentJob for all-recommendations discovery gate implementation.
SRC-AJ-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/agentjobs/AJ-P1-DISCOVERY-GATE-SMOKE-001.yaml,agentjob,historical,system_definition,2026-07-07,Superseded smoke AgentJob replaced by closeout-capable discovery gate smoke packet.
SRC-MEMORY-PREFLIGHT-DISCOVERY-GATE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-03-DISCOVERY-GATE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations discovery gate implementation.
SRC-COMPLETION-DISCOVERY-GATE-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-03-DISCOVERY-GATE-001.yaml,completion_receipt,controlled,system_definition,2026-07-07,Completion receipt for all-recommendations discovery gate implementation.
SRC-HANDOFF-DISCOVERY-GATE-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-03-DISCOVERY-GATE-001.yaml,handoff,controlled,system_definition,2026-07-07,Handoff for all-recommendations discovery gate implementation.
SRC-TEMP-HANDOFF-0015,temp_handoff/handoff-0015.md,handoff,controlled,control_loop,2026-07-07,Discovery gate implementation temp handoff recommending the role governance AgentJob.
SRC-DDR-ROLE-GOVERNANCE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-04-ROLE-GOVERNANCE-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations role governance implementation.
SRC-AJ-ROLE-GOVERNANCE-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-04-ROLE-GOVERNANCE-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations role governance implementation.
SRC-MEMORY-PREFLIGHT-ROLE-GOVERNANCE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-04-ROLE-GOVERNANCE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations role governance implementation.
SRC-COMPLETION-ROLE-GOVERNANCE-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-04-ROLE-GOVERNANCE-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations role governance implementation.
SRC-HANDOFF-ROLE-GOVERNANCE-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-04-ROLE-GOVERNANCE-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations role governance implementation.
SRC-TEMP-HANDOFF-0016,temp_handoff/handoff-0016.md,handoff,controlled,control_loop,2026-07-07,Role governance implementation temp handoff recommending skill lifecycle governance.
SRC-ROLE-HELPERS,Sys4AI/sys_for_ai/roles.py,role_helper,controlled,implementation_initialization,2026-07-07,Deterministic role registry helper and generated role documentation builder.
SRC-ROLE-VALIDATORS,Sys4AI/sys_for_ai/role_validators.py,validator,controlled,implementation_initialization,2026-07-07,Dedicated role governance validators for registries AgentJob roles and generated role docs.
SRC-SKILL-MANIFEST-VALIDATOR,scripts/skills/validate_skill_manifest.py,validator,controlled,skill_governance,2026-07-07,Root runtime skill manifest validator enforcing lifecycle_status and shim boundary rules.
SRC-PRODUCT-SKILL-REGISTRY,Sys4AI/registries/skill_registry.csv,skill_registry,controlled,skill_governance,2026-07-07,Product scaffold skill registry with lifecycle_status compatibility column.
SRC-PRODUCT-CORE-SKILL-MANIFEST,Sys4AI/skills/core_skill_manifest.yaml,skill_manifest,controlled,skill_governance,2026-07-07,Product core skill scaffold manifest with lifecycle_status fields.
SRC-SCHEMA-RUNTIME-SKILL-MANIFEST,Sys4AI/schemas/skill.schema.yaml,schema,controlled,skill_governance,2026-07-07,Runtime skill manifest schema including lifecycle_status vocabulary.
SRC-DDR-SKILL-LIFECYCLE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-06-SKILL-LIFECYCLE-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations skill lifecycle governance.
SRC-AJ-SKILL-LIFECYCLE-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-06-SKILL-LIFECYCLE-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations skill lifecycle governance.
SRC-MEMORY-PREFLIGHT-SKILL-LIFECYCLE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-06-SKILL-LIFECYCLE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations skill lifecycle governance.
SRC-COMPLETION-SKILL-LIFECYCLE-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-06-SKILL-LIFECYCLE-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations skill lifecycle governance.
SRC-HANDOFF-SKILL-LIFECYCLE-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-06-SKILL-LIFECYCLE-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations skill lifecycle governance.
SRC-TEMP-HANDOFF-0017,temp_handoff/handoff-0017.md,handoff,controlled,control_loop,2026-07-07,Skill lifecycle governance temp handoff recommending core skill scaffold batch 1.
SRC-AJ07-RUNTIME-SKILLS,.agents/skills,skill_collection,controlled,skill_governance,2026-07-07,Active runtime skill collection including AJ-07 core scaffold batch 1.
SRC-AJ07-CODEX-SHIMS,.codex/skills,compatibility_shim_collection,controlled,skill_governance,2026-07-07,Codex compatibility shims for active runtime skills including AJ-07 batch 1.
SRC-AJ07-PRODUCT-SCAFFOLDS,Sys4AI/skills/core,product_scaffold_collection,controlled,skill_governance,2026-07-07,Product scaffold reference skills including AJ-07 batch 1.
SRC-SKILL-ROLE-CATALOG-GOVERNANCE,.agents/skills/role-catalog-governance/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime role-catalog-governance skill instructions.
SRC-SKILL-SYSTEM-LAYER-CLASSIFIER,.agents/skills/system-layer-classifier/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime system-layer-classifier skill instructions.
SRC-SKILL-ARTIFACT-CONTRACT-GOVERNANCE,.agents/skills/artifact-contract-governance/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime artifact-contract-governance skill instructions.
SRC-SKILL-TRACEABILITY-MATRIX-ENGINE,.agents/skills/traceability-matrix-engine/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime traceability-matrix-engine skill instructions.
SRC-SKILL-DIRECTOR-DECISION-GOVERNOR,.agents/skills/director-decision-governor/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime director-decision-governor skill instructions.
SRC-SKILL-SOURCE-AUTHORITY-AUDITOR,.agents/skills/source-authority-auditor/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime source-authority-auditor skill instructions.
SRC-SKILL-CONTEXT-WINDOW-HANDOFF-MANAGER,.agents/skills/context-window-and-handoff-manager/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime context-window-and-handoff-manager skill instructions.
SRC-DDR-CORE-SKILLS-BATCH-1-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-07-CORE-SKILLS-BATCH-1-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations core skill scaffold batch 1.
SRC-AJ-CORE-SKILLS-BATCH-1-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-07-CORE-SKILLS-BATCH-1-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations core skill scaffold batch 1.
SRC-MEMORY-PREFLIGHT-CORE-SKILLS-BATCH-1-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-07-CORE-SKILLS-BATCH-1-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations core skill scaffold batch 1.
SRC-COMPLETION-CORE-SKILLS-BATCH-1-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-07-CORE-SKILLS-BATCH-1-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations core skill scaffold batch 1.
SRC-HANDOFF-CORE-SKILLS-BATCH-1-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-07-CORE-SKILLS-BATCH-1-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations core skill scaffold batch 1.
SRC-TEMP-HANDOFF-0018,temp_handoff/handoff-0018.md,handoff,controlled,control_loop,2026-07-07,Core skill scaffold batch 1 temp handoff recommending core skill scaffold batch 2.
SRC-AJ08-RUNTIME-SKILLS,.agents/skills,skill_collection,controlled,skill_governance,2026-07-07,Active runtime skill collection including AJ-08 core scaffold batch 2.
SRC-AJ08-CODEX-SHIMS,.codex/skills,compatibility_shim_collection,controlled,skill_governance,2026-07-07,Codex compatibility shims for active runtime skills including AJ-08 batch 2.
SRC-AJ08-PRODUCT-SCAFFOLDS,Sys4AI/skills/core,product_scaffold_collection,controlled,skill_governance,2026-07-07,Product scaffold reference skills including AJ-08 batch 2.
SRC-SKILL-VERIFICATION-VALIDATION-PLANNER,.agents/skills/verification-validation-planner/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime verification-validation-planner skill instructions.
SRC-SKILL-ASSURANCE-CASE-BUILDER,.agents/skills/assurance-case-builder/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime assurance-case-builder skill instructions.
SRC-SKILL-THREAT-MODEL-PERMISSION-SCOPE,.agents/skills/threat-model-and-permission-scope/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime threat-model-and-permission-scope skill instructions.
SRC-SKILL-EVALUATION-HARNESS-DESIGNER,.agents/skills/evaluation-harness-designer/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime evaluation-harness-designer skill instructions.
SRC-SKILL-BASELINE-CHANGE-MANAGER,.agents/skills/baseline-change-manager/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime baseline-change-manager skill instructions.
SRC-SKILL-OPERATIONS-MAINTENANCE-PLANNER,.agents/skills/operations-and-maintenance-planner/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime operations-and-maintenance-planner skill instructions.
SRC-SKILL-PROJECT-ONTOLOGY-GLOSSARY,.agents/skills/project-ontology-and-glossary/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime project-ontology-and-glossary skill instructions.
SRC-SKILL-DOMAIN-PACK-ROUTER,.agents/skills/domain-pack-router/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime domain-pack-router skill instructions.
SRC-SKILL-INTERFACE-INTEGRATION-DISCOVERY,.agents/skills/interface-and-integration-discovery/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime interface-and-integration-discovery skill instructions.
SRC-SKILL-REQUIREMENTS-DISCOVERY-GOVERNOR,.agents/skills/requirements-discovery-governor/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime requirements-discovery-governor skill instructions.
SRC-SKILL-PRD-TO-IMPLEMENTATION-PLAN,.agents/skills/prd-to-implementation-plan/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-08,Active runtime prd-to-implementation-plan skill instructions used for WS19 planning.
SRC-DDR-CORE-SKILLS-BATCH-2-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-08-CORE-SKILLS-BATCH-2-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations core skill scaffold batch 2.
SRC-AJ-CORE-SKILLS-BATCH-2-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-08-CORE-SKILLS-BATCH-2-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations core skill scaffold batch 2.
SRC-MEMORY-PREFLIGHT-CORE-SKILLS-BATCH-2-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-08-CORE-SKILLS-BATCH-2-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations core skill scaffold batch 2.
SRC-COMPLETION-CORE-SKILLS-BATCH-2-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-08-CORE-SKILLS-BATCH-2-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations core skill scaffold batch 2.
SRC-HANDOFF-CORE-SKILLS-BATCH-2-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-08-CORE-SKILLS-BATCH-2-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations core skill scaffold batch 2.
SRC-TEMP-HANDOFF-0019,temp_handoff/handoff-0019.md,handoff,controlled,control_loop,2026-07-07,Core skill scaffold batch 2 temp handoff recommending generated docs and derivative governance.
SRC-DDR-GENERATED-DOCS-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-09-GENERATED-DOCS-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations generated docs and derivative governance.
SRC-AJ-GENERATED-DOCS-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-09-GENERATED-DOCS-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations generated docs and derivative governance.
SRC-MEMORY-PREFLIGHT-GENERATED-DOCS-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-09-GENERATED-DOCS-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations generated docs and derivative governance.
SRC-COMPLETION-GENERATED-DOCS-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-09-GENERATED-DOCS-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations generated docs and derivative governance.
SRC-HANDOFF-GENERATED-DOCS-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-09-GENERATED-DOCS-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for all-recommendations generated docs and derivative governance.
SRC-TEMP-HANDOFF-0020,temp_handoff/handoff-0020.md,handoff,controlled,control_loop,2026-07-07,Generated docs and derivative governance temp handoff recommending final acceptance.
SRC-ALL-RECS-FINAL-ACCEPTANCE,implementation_plans/completion_receipts/CR-SFADEV-ALL-RECS-IMPLEMENTED-001.md,acceptance_report,controlled,implementation_initialization,2026-07-07,Final acceptance packet for the all-recommendations implementation plan.
SRC-DDR-END-TO-END-ACCEPTANCE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting all-recommendations end-to-end acceptance.
SRC-AJ-END-TO-END-ACCEPTANCE-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for all-recommendations end-to-end acceptance.
SRC-MEMORY-PREFLIGHT-END-TO-END-ACCEPTANCE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for all-recommendations end-to-end acceptance.
SRC-COMPLETION-END-TO-END-ACCEPTANCE-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for all-recommendations end-to-end acceptance.
SRC-HANDOFF-END-TO-END-ACCEPTANCE-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-10-END-TO-END-ACCEPTANCE-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Terminal handoff for all-recommendations end-to-end acceptance.
SRC-TEMP-HANDOFF-0021,temp_handoff/handoff-0021.md,handoff,controlled,control_loop,2026-07-07,End-to-end acceptance temp handoff closing the all-recommendations plan.
SRC-ROOT-README,../README.md,front_door,controlled,implementation_initialization,2026-07-07,Outer development workspace front door distinguishing Sys4AI-dev from the Sys4AI product scaffold.
SRC-DDR-SYS4AI-DEV-NAME-MIGRATION-001,Sys4AI/control_records/director_decisions/DDR-SYS4AI-DEV-NAME-MIGRATION-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting Sys4AI and Sys4AI-dev name migration.
SRC-AJ-SYS4AI-DEV-NAME-MIGRATION-001,Sys4AI/control_records/agentjobs/AJ-SYS4AI-DEV-NAME-MIGRATION-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for Sys4AI and Sys4AI-dev name migration.
SRC-MEMORY-PREFLIGHT-SYS4AI-DEV-NAME-MIGRATION-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SYS4AI-DEV-NAME-MIGRATION-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for Sys4AI and Sys4AI-dev name migration.
SRC-COMPLETION-SYS4AI-DEV-NAME-MIGRATION-001,Sys4AI/control_records/completions/RECEIPT-SYS4AI-DEV-NAME-MIGRATION-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for Sys4AI and Sys4AI-dev name migration.
SRC-HANDOFF-SYS4AI-DEV-NAME-MIGRATION-001,Sys4AI/control_records/handoffs/HANDOFF-SYS4AI-DEV-NAME-MIGRATION-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Terminal handoff for Sys4AI and Sys4AI-dev name migration.
SRC-RENAME-AUDIT,scripts/validate_rename.py,validator,controlled,implementation_initialization,2026-07-07,No-dependency validator for unreviewed legacy project-name residue in tracked files and paths.
SRC-SKILL-INIT,.agents/skills/init/SKILL.md,runtime_skill,controlled,skill_governance,2026-07-07,Active runtime init front-door skill instructions.
SRC-CODEX-SHIM-INIT,.codex/skills/init/SKILL.md,compatibility_shim,controlled,skill_governance,2026-07-07,Codex compatibility shim for the init runtime skill.
SRC-PRODUCT-SCAFFOLD-INIT,Sys4AI/skills/core/init/SKILL.md,product_scaffold,controlled,skill_governance,2026-07-07,Product scaffold reference for the init front-door skill.
SRC-TEMPLATE-CURRENT-STATE-BASELINE,Sys4AI/templates/system_definition/current-state-baseline-template.md,template,controlled,system_definition,2026-07-07,Brownfield current-state baseline template used by init after approval.
SRC-DDR-INIT-FRONTDOOR-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-11-INIT-FRONTDOOR-001.yaml,director_decision,controlled,implementation_initialization,2026-07-07,Director decision selecting the init front-door implementation AgentJob.
SRC-AJ-INIT-FRONTDOOR-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-11-INIT-FRONTDOOR-001.yaml,agentjob,historical,implementation_initialization,2026-07-07,Completed AgentJob for init front-door implementation.
SRC-MEMORY-PREFLIGHT-INIT-FRONTDOOR-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-11-INIT-FRONTDOOR-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for init front-door implementation.
SRC-COMPLETION-INIT-FRONTDOOR-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-11-INIT-FRONTDOOR-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-07,Completion receipt for init front-door implementation.
SRC-HANDOFF-INIT-FRONTDOOR-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-11-INIT-FRONTDOOR-001.yaml,handoff,controlled,implementation_initialization,2026-07-07,Handoff for init front-door implementation.
SRC-DDR-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,director_decision,controlled,system_definition,2026-07-07,Director decision selecting discovery gate smoke validation.
SRC-AJ-DISCOVERY-GATE-SMOKE-CLOSEOUT-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,agentjob,historical,system_definition,2026-07-07,Completed closeout-capable AgentJob for discovery gate smoke validation.
SRC-MEMORY-PREFLIGHT-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-07,Memory preflight receipt for discovery gate smoke validation.
SRC-RDR-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/system_definition/RDR-20260707-001.md,requirements_discovery_record,controlled,system_definition,2026-07-07,Validated smoke Requirements Discovery Record for discovery gate validation.
SRC-COMPLETION-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,completion_receipt,controlled,system_definition,2026-07-07,Completion receipt for discovery gate smoke validation.
SRC-HANDOFF-DISCOVERY-GATE-SMOKE-001,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,handoff,controlled,system_definition,2026-07-07,Handoff for discovery gate smoke validation.
SRC-TEMP-HANDOFF-0022,temp_handoff/handoff-0022.md,handoff,controlled,control_loop,2026-07-07,Temp handoff closing discovery gate smoke validation.
SRC-PRD-DECOMPOSITION-FULL-IMPLEMENTATION-PLAN,implementation_plans/Sys4AI_PRD_decomposition_full_implementation_plan.md,implementation_plan_pointer,controlled,implementation_initialization,2026-07-08,Compatibility pointer for operator references to the PRD decomposition full implementation plan.
SRC-WS00-BASELINE-RECEIPT,implementation_plans/completion_receipts/CR-WS00-BASELINE-001.md,completion_receipt,controlled,implementation_initialization,2026-07-08,WS-00 baseline completion receipt for the all-recommendations implementation plan.
SRC-DDR-PLAN-CONTROL-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-13-PLAN-CONTROL-001.yaml,director_decision,controlled,implementation_initialization,2026-07-08,Director decision selecting plan-control compatibility pointer packet.
SRC-AJ-PLAN-CONTROL-001,Sys4AI/control_records/agentjobs/AJ-SFADEV-13-PLAN-CONTROL-001.yaml,agentjob,historical,implementation_initialization,2026-07-08,Completed AgentJob for plan-control compatibility pointer packet.
SRC-MEMORY-PREFLIGHT-PLAN-CONTROL-001,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-SFADEV-13-PLAN-CONTROL-001.yaml,memory_preflight_receipt,controlled,source_first_memory,2026-07-08,Memory preflight receipt for plan-control compatibility pointer packet.
SRC-COMPLETION-PLAN-CONTROL-001,Sys4AI/control_records/completions/RECEIPT-SFADEV-13-PLAN-CONTROL-001.yaml,completion_receipt,controlled,implementation_initialization,2026-07-08,Completion receipt for plan-control compatibility pointer packet.
