relationship_id,subject_id,predicate,object_id,evidence_path,notes
REL-DDR-STRATEGIC-BASELINE-IMPLEMENTS-PLAN-GATE,SRC-DDR-STRATEGIC-BASELINE-001,implements_gate,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Decision accepts G-02 and authorizes later bounded transactions without completing or waiving their entry gates.
REL-DDR-STRATEGIC-BASELINE-TRACES-WS00,SRC-DDR-STRATEGIC-BASELINE-001,supported_by,SRC-STRATEGIC-BASELINE-WS00-RECEIPT,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,TX-00 supplies capability retraction PRD conflict trace gap validation and historical-boundary evidence.
REL-DDR-STRATEGIC-BASELINE-CONSTRAINS-SELFHOST,SRC-DDR-STRATEGIC-BASELINE-001,scoped_supersedes,SRC-SELFHOST-BOUNDARY-DECISION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Preserves layer memory derivative and history rules while superseding the active one-AgentJob-per-/continue execution rule.
REL-DDR-STRATEGIC-BASELINE-SUPERSEDES-SELFHOST-DDR,SRC-DDR-STRATEGIC-BASELINE-001,scoped_supersedes,SRC-DDR-SELFHOST-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Completed Phase 1 self-hosting decision remains historical evidence but its continue-kernel route has no current operational authority.
REL-DDR-STRATEGIC-BASELINE-PRESERVES-PHASE2,SRC-DDR-STRATEGIC-BASELINE-001,preserves,SRC-PRD-P2-WALKING-SKELETON,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Accepted Phase 2 remains unchanged and the selected controlled addendum carries the later migration delta.
REL-DDR-STRATEGIC-BASELINE-AUTHORIZES-P0-MIGRATION,SRC-DDR-STRATEGIC-BASELINE-001,authorizes_later_migration_of,SRC-PRD-P0,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Phase 0 identity migration may proceed only in its later bounded transaction and does not inherit automatic approval of vision values or candidate requirements.
REL-DDR-STRATEGIC-BASELINE-AUTHORIZES-P1-MIGRATION,SRC-DDR-STRATEGIC-BASELINE-001,authorizes_later_migration_of,SRC-PRD-P1,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,Phase 1 implementation-initialization migration is authorized in principle subject to G-03 and G-04 entry gates and separate acceptance evidence.
REL-DDR-STRATEGIC-G03-DERIVES-G02,SRC-DDR-STRATEGIC-BASELINE-G03-001,derives_from,SRC-DDR-STRATEGIC-BASELINE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G03-001.yaml,G-03 disposition preserves the accepted G-02 identity and execution route without expanding its authority.
REL-DDR-STRATEGIC-G03-IMPLEMENTS-PLAN-GATE,SRC-DDR-STRATEGIC-BASELINE-G03-001,implements_gate,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G03-001.yaml,Decision accepts G-03 for implementation while explicitly preserving G-08 as the separate strategic-content approval gate.
REL-DDR-STRATEGIC-G03-ACCEPTS-P0,SRC-DDR-STRATEGIC-BASELINE-G03-001,accepts_for_implementation,SRC-PRD-P0,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G03-001.yaml,Reviewed Phase 0 lifecycle and pattern requirements become active while vision and values remain candidate content pending G-08.
REL-DDR-STRATEGIC-G03-AUTHORIZES-P1,SRC-DDR-STRATEGIC-BASELINE-G03-001,authorizes_later_migration_of,SRC-PRD-P1,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G03-001.yaml,TX-06 may initialize exact Phase 1 requirements and trace mappings without creating G-04-blocked contracts or claiming runtime completion.
REL-PRD-P1-IMPLEMENTS-G03,SRC-PRD-P1,implements_authorized_baseline_from,SRC-DDR-STRATEGIC-BASELINE-G03-001,PRDs/Sys4AI_phase-1_implementation_initialization_prd.md,TX-06 initializes implementation obligations from the accepted Phase 0 normative baseline while G-08 strategic approval remains open.
REL-PRD-P1-IMPLEMENTS-TX06,SRC-PRD-P1,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,PRDs/Sys4AI_phase-1_implementation_initialization_prd.md,Phase 1 defines the exact TX-06 requirement families and stale-acceptance migration without creating later contracts or runtime surfaces.
REL-DDR-STRATEGIC-G04-DERIVES-G03,SRC-DDR-STRATEGIC-BASELINE-G04-001,derives_from,SRC-DDR-STRATEGIC-BASELINE-G03-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,G-04 preserves the accepted G-03 implementation baseline and the separate open G-08 approval gate.
REL-DDR-STRATEGIC-G04-IMPLEMENTS-PLAN-GATE,SRC-DDR-STRATEGIC-BASELINE-G04-001,implements_gate,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,Decision accepts G-04 with exact producer consumer section schema approval failure and validator contracts.
REL-DDR-STRATEGIC-G04-AUTHORIZES-TX07,SRC-DDR-STRATEGIC-BASELINE-G04-001,authorizes_later_migration_of,SRC-PRD-P1,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,TX-07 may implement the approved strategic-intent contract surfaces without executing TX-08 or TX-13.
REL-TARGET-VISION-TEMPLATE-CONFORMS-SCHEMA,SRC-TEMPLATE-TARGET-VISION,conforms_to,SRC-SCHEMA-TARGET-VISION,Sys4AI/templates/governance/target-vision-statement-template.md,Template binds candidate metadata required headings approval waiver impact hash and supersession behavior.
REL-TARGET-VALUES-TEMPLATE-CONFORMS-SCHEMA,SRC-TEMPLATE-TARGET-CORE-VALUES,conforms_to,SRC-SCHEMA-TARGET-CORE-VALUES,Sys4AI/templates/governance/target-core-values-template.md,Template binds stable value candidates behaviors tests conflicts approval waiver impact hash and supersession behavior.
REL-TARGET-VISION-SCHEMA-USES-COMMON,SRC-SCHEMA-TARGET-VISION,uses,SRC-SCHEMA-STRATEGIC-INTENT-COMMON,Sys4AI/schemas/contracts/target_vision_statement.schema.json,Vision metadata reuses shared fail-closed approval waiver impact and supersession definitions.
REL-TARGET-VALUES-SCHEMA-USES-COMMON,SRC-SCHEMA-TARGET-CORE-VALUES,uses,SRC-SCHEMA-STRATEGIC-INTENT-COMMON,Sys4AI/schemas/contracts/target_core_values.schema.json,Core-values metadata reuses shared fail-closed approval waiver impact and supersession definitions.
REL-STRATEGIC-EXAMPLES-CONFORM-VISION,SRC-EXAMPLE-STRATEGIC-INTENT,demonstrates,SRC-TEMPLATE-TARGET-VISION,Sys4AI/examples/strategic_intent/README.md,Greenfield and brownfield vision examples demonstrate approved and blocked states without becoming authority.
REL-STRATEGIC-EXAMPLES-CONFORM-VALUES,SRC-EXAMPLE-STRATEGIC-INTENT,demonstrates,SRC-TEMPLATE-TARGET-CORE-VALUES,Sys4AI/examples/strategic_intent/README.md,Examples include value conflicts and rejected candidates in approved and unapproved flows.
REL-RDR-TEMPLATE-ELICITS-TARGET-VISION,SRC-TEMPLATE-RDR,elicits_candidate_for,SRC-TEMPLATE-TARGET-VISION,Sys4AI/templates/system_definition/requirements-discovery-record-template.md,RDR preserves source inference missing-stakeholder approval and candidate ID state before a separate target vision artifact.
REL-RDR-TEMPLATE-ELICITS-TARGET-VALUES,SRC-TEMPLATE-RDR,elicits_candidate_for,SRC-TEMPLATE-TARGET-CORE-VALUES,Sys4AI/templates/system_definition/requirements-discovery-record-template.md,RDR preserves value anti-value conflict approval waiver and review candidates before a separate target values artifact.
REL-DDR-G04-AUTHORIZES-TARGET-VISION,SRC-DDR-STRATEGIC-BASELINE-G04-001,authorizes,SRC-TEMPLATE-TARGET-VISION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,G-04 binds the exact producer consumer section schema approval failure and validator contract.
REL-DDR-G04-AUTHORIZES-TARGET-VALUES,SRC-DDR-STRATEGIC-BASELINE-G04-001,authorizes,SRC-TEMPLATE-TARGET-CORE-VALUES,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,G-04 binds the exact producer consumer section schema approval failure and validator contract.
REL-TX07-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX07-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX07-001.md,Completion evidence closes TX-07 and hands off to the next bounded transaction in plan order.
REL-TX07-RECEIPT-TRACES-G04,SRC-STRATEGIC-BASELINE-TX07-RECEIPT,supported_by,SRC-DDR-STRATEGIC-BASELINE-G04-001,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX07-001.md,G-04 supplies the human-authorized producer consumer section schema approval failure and validator disposition.
REL-TX07-RECEIPT-CLOSES-VISION,SRC-STRATEGIC-BASELINE-TX07-RECEIPT,validates,SRC-TEMPLATE-TARGET-VISION,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX07-001.md,Receipt records positive negative heading hash registry trace and derivative validation for the target vision contract.
REL-TX07-RECEIPT-CLOSES-VALUES,SRC-STRATEGIC-BASELINE-TX07-RECEIPT,validates,SRC-TEMPLATE-TARGET-CORE-VALUES,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX07-001.md,Receipt records positive negative heading hash registry trace and derivative validation for the target core-values contract.
REL-DDR-G04-AUTHORIZES-CODEX-HOST-PROFILE,SRC-DDR-STRATEGIC-BASELINE-G04-001,authorizes,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G04-001.yaml,G-04 authorizes the bounded profile and interface-contract implementation while G-07 observable host verification remains open.
REL-CODEX-HOST-PROFILE-CONFORMS-SCHEMA,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,conforms_to,SRC-SCHEMA-HOST-CAPABILITY-PROFILE,Sys4AI/configs/host_profiles/codex_app_reference.toml,The profile binds exact metadata permission precedence eight interface states evidence and fail-closed behavior to the registered schema.
REL-CODEX-HOST-DOC-DEFINES-PROFILE,SRC-DOC-CODEX-HOST-INTEGRATION-PROFILE,defines_interface_contract_for,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,Sys4AI/docs/codex_host_integration_profile.md,Controlled narrative defines interface directions trust boundaries owners permissions degraded behavior and the G-07 promotion boundary.
REL-CODEX-HOST-PROFILE-PRESERVES-G02,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,constrained_by,SRC-DDR-STRATEGIC-BASELINE-001,Sys4AI/configs/host_profiles/codex_app_reference.toml,Codex-specific mechanics remain isolated in the reference profile and do not enter portable execution field names.
REL-HOST-PROFILE-VALIDATOR-VALIDATES-PROFILE,SRC-VALIDATOR-HOST-PROFILES,validates,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,Sys4AI/sys_for_ai/host_profiles.py,Validator proves profile structure evidence freshness interface invariants and registered G-07 decision bindings; the TX-22 report independently records observable behavior.
REL-HOST-PROFILE-VALIDATOR-USES-SCHEMA,SRC-VALIDATOR-HOST-PROFILES,uses,SRC-SCHEMA-HOST-CAPABILITY-PROFILE,Sys4AI/sys_for_ai/host_profiles.py,Focused semantics extend the registered JSON Schema with exact interface uniqueness freshness precedence and pending-gate checks.
REL-HOST-PROFILE-TESTS-VERIFY-VALIDATOR,SRC-TEST-HOST-PROFILES,verifies,SRC-VALIDATOR-HOST-PROFILES,Sys4AI/tests/test_host_profiles.py,Positive and mandatory negative cases verify structural acceptance and rejection without simulating observable host verification.
REL-TX08-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX08-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX08-001.md,Completion evidence closes TX-08 and preserves the next bounded transaction order and separate G-07 gate.
REL-TX08-RECEIPT-TRACES-G04,SRC-STRATEGIC-BASELINE-TX08-RECEIPT,supported_by,SRC-DDR-STRATEGIC-BASELINE-G04-001,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX08-001.md,G-04 supplies the exact human-authorized profile fields interfaces states roles precedence and failure behavior.
REL-TX08-RECEIPT-VALIDATES-HOST-PROFILE,SRC-STRATEGIC-BASELINE-TX08-RECEIPT,validates,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX08-001.md,Receipt records schema focused negative registry derivative and regression evidence while explicitly leaving every host capability unverified pending G-07.
REL-DDR-G02-AUTHORIZES-EXECUTION-CONTRACT,SRC-DDR-STRATEGIC-BASELINE-001,authorizes,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-001.yaml,G-02 selects harness-neutral bounded execution with independent actor permission state evidence cancellation escalation rollback and supersession semantics.
REL-EXECUTION-TEMPLATE-CONFORMS-SCHEMA,SRC-TEMPLATE-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/templates/project/execution-transaction-template.yaml,The controlled template is a structurally valid proposed transaction that remains non-executable without later evidence.
REL-EXECUTION-TESTS-VERIFY-SCHEMA,SRC-TEST-EXECUTION-TRANSACTION,verifies,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/tests/test_execution_transactions.py,Positive and mandatory negative cases verify required fields identity permission time data delegation exact states and fail-closed activation closeout cancellation and supersession behavior.
REL-EXECUTION-SCHEMA-IMPLEMENTS-P1,SRC-SCHEMA-EXECUTION-TRANSACTION,implements_requirements_from,SRC-PRD-P1,Sys4AI/schemas/contracts/execution_transaction.schema.json,Contract implements SFA-P1-INIT-EXEC-001 and SFA-P1-INIT-EXEC-002 without restoring retired runtime surfaces.
REL-HOST-PROFILE-BINDS-EXECUTION-CONTRACT,SRC-HOST-PROFILE-CODEX-APP-REFERENCE,binds_contract_version,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/configs/host_profiles/codex_app_reference.toml,Profile binds version 1.0.0 and permits only current verified-available interfaces inside separately authorized transactions; conditional and unavailable states remain non-executable.
REL-TX09-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX09-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX09-001.md,Completion evidence closes TX-09 and satisfies the G-05 entry condition while TX-10 remains blocked until that safety gate is accepted.
REL-TX09-RECEIPT-TRACES-G02,SRC-STRATEGIC-BASELINE-TX09-RECEIPT,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX09-001.md,G-02 supplies the human-authorized harness-neutral execution route and no-restoration boundary.
REL-TX09-RECEIPT-VALIDATES-EXECUTION-CONTRACT,SRC-STRATEGIC-BASELINE-TX09-RECEIPT,validates,SRC-SCHEMA-EXECUTION-TRANSACTION,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX09-001.md,Receipt records schema template positive negative registry derivative and regression evidence without claiming runtime or host execution.
REL-DDR-G05-IMPLEMENTS-PLAN-GATE,SRC-DDR-STRATEGIC-BASELINE-G05-001,implements_gate,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G05-001.yaml,G-05 classifies retired references and requires the fail-closed boundary scanner before TX-10.
REL-DDR-G05-DERIVES-G02,SRC-DDR-STRATEGIC-BASELINE-G05-001,derives_from,SRC-DDR-STRATEGIC-BASELINE-001,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G05-001.yaml,G-05 preserves the harness-neutral route and prohibits implicit runtime restoration.
REL-DDR-G05-USES-TX09,SRC-DDR-STRATEGIC-BASELINE-G05-001,supported_by,SRC-STRATEGIC-BASELINE-TX09-RECEIPT,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G05-001.yaml,TX-09 supplies the portable execution contract required for G-05 entry.
REL-DDR-G05-AUTHORIZES-TX10,SRC-DDR-STRATEGIC-BASELINE-G05-001,authorizes_later_migration_of,SRC-PRD-P0,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G05-001.yaml,TX-10 becomes eligible after G-05 validation but does not begin in the disposition.
REL-CAPABILITY-MANIFEST-CONFORMS-SCHEMA,SRC-CONFIG-CAPABILITY-MIGRATION,conforms_to,SRC-SCHEMA-CAPABILITY-MIGRATION,Sys4AI/configs/capability_migration.toml,Manifest binds controlled classes transaction assignments modes exclusions and fingerprints to the registered schema.
REL-CAPABILITY-VALIDATOR-VALIDATES-MANIFEST,SRC-VALIDATOR-CAPABILITY-MIGRATION,validates,SRC-CONFIG-CAPABILITY-MIGRATION,Sys4AI/sys_for_ai/capability_migration.py,Scanner rejects unclassified drift fingerprint changes disallowed modes and restored removed paths.
REL-CAPABILITY-TESTS-VERIFY-VALIDATOR,SRC-TEST-CAPABILITY-MIGRATION,verifies,SRC-VALIDATOR-CAPABILITY-MIGRATION,Sys4AI/tests/test_capability_migration.py,Tests cover the accepted baseline unclassified drift fingerprint drift restored paths and post-TX-10 stale failure.
REL-TX10-CONFORMS-EXECUTION-SCHEMA,SRC-TX10-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-10-ACTIVE-SURFACE-MIGRATION.yaml,TX-10 uses the approved portable bounded execution contract.
REL-TX10-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX10,supports,SRC-TX10-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-10-ACTIVE-SURFACE-MIGRATION-20260710T135843Z.yaml,Memory evidence supported routing but supplied no authority.
REL-TX10-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX10,closes,SRC-TX10-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,Machine-readable closeout binds validation and next recommendation.
REL-TX10-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX10,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX10,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,Portable handoff routes only to the trace schema dependency.
REL-TX10-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX10-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX10,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX10-001.md,Human-readable receipt mirrors the registered machine closeout.
REL-TX10-TESTS-VERIFY-MANIFEST,SRC-TEST-ACTIVE-SURFACE-MIGRATION,verifies,SRC-CONFIG-CAPABILITY-MIGRATION,Sys4AI/tests/test_active_surface_migration.py,Regression tests require post-migration mode and zero unresolved active-surface references.
REL-TRACE-SCHEMA-IMPLEMENTS-P1,SRC-CONTRACT-REQUIREMENT-TRACE-ROW,implements_requirements_from,SRC-PRD-P1,Sys4AI/schemas/contracts/requirement_trace_registry_row.schema.json,Generalized 2.0.0 states implement SFA-P1-INIT-STATUS-001 STATUS-002 EVID-001 and EVID-002 structurally without claiming semantic review.
REL-TRACE-MIGRATION-PROFILE-DEFINES-SCHEMA,SRC-TRACE-SCHEMA-MIGRATION-PROFILE,defines_migration_for,SRC-CONTRACT-REQUIREMENT-TRACE-ROW,Sys4AI/docs/requirement_trace_schema_v2_migration.md,Controlled profile records TX-11 provisional mapping and completed TX-12 reviewed migration rollback and counts.
REL-TRACE-MIGRATION-VALIDATOR-USES-SCHEMA,SRC-VALIDATOR-TRACE-MIGRATION,uses,SRC-CONTRACT-REQUIREMENT-TRACE-ROW,Sys4AI/sys_for_ai/trace_migration.py,Migration support validates dry-run and live generalized rows against the registered schema.
REL-TRACE-MIGRATION-VALIDATOR-READS-REGISTRY,SRC-VALIDATOR-TRACE-MIGRATION,validates_and_migrates,SRC-REG-REQ-TRACE,Sys4AI/sys_for_ai/trace_migration.py,Atomic writer consumes the exact TX-11 digest and live validation reconstructs the protected 214-row subset while admitting reviewed additive requirements.
REL-TRACE-MIGRATION-TESTS-VERIFY-VALIDATOR,SRC-TEST-TRACE-SCHEMA-MIGRATION,verifies,SRC-VALIDATOR-TRACE-MIGRATION,Sys4AI/tests/test_trace_schema_migration.py,Focused tests cover schema invariants atomic writing exact rollback stable counts review accountability retired-runtime isolation duplicates and header drift.
REL-TX11-CONFORMS-EXECUTION-SCHEMA,SRC-TX11-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-11-TRACE-SCHEMA.yaml,TX-11 uses the portable bounded execution contract and explicitly prohibits TX-12 data writes.
REL-TX10-HANDOFF-SUPPORTS-TX11,SRC-HANDOFF-STRATEGIC-BASELINE-TX10,supports,SRC-TX11-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX10-001.yaml,Consumed TX-10 handoff routes only to the dependency-ready trace schema transaction.
REL-TX11-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX11,supports,SRC-TX11-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-11-TRACE-SCHEMA-20260710T142714Z.yaml,Memory evidence supported source routing but supplied no authority or semantic trace verdict.
REL-TX11-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX11,closes,SRC-TX11-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,Machine-readable closeout binds schema dry-run parity validation and next recommendation.
REL-TX11-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX11,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX11,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,Portable handoff routes only to TX-12 data migration and semantic review.
REL-TX11-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX11-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX11,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX11-001.md,Human-readable receipt records exact 214-row parity unchanged hash and the TX-12-only boundary.
REL-TX11-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX11-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX11-001.md,Completion evidence closes TX-11 without beginning TX-12 or claiming TX-13 semantics.
REL-TX11-RECEIPT-VALIDATES-SCHEMA,SRC-STRATEGIC-BASELINE-TX11-RECEIPT,validates,SRC-CONTRACT-REQUIREMENT-TRACE-ROW,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX11-001.md,Receipt records schema focused tests dry-run reverse mapping and unchanged-source evidence.
REL-TX12-CONFORMS-EXECUTION-SCHEMA,SRC-TX12-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-12-TRACE-DATA.yaml,TX-12 uses the portable bounded execution contract and explicitly stops before TX-13.
REL-TX11-HANDOFF-SUPPORTS-TX12,SRC-HANDOFF-STRATEGIC-BASELINE-TX11,supports,SRC-TX12-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX11-001.yaml,Consumed TX-11 handoff authorizes only the dependency-ready trace data migration.
REL-TX12-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX12,supports,SRC-TX12-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-12-TRACE-DATA-20260710T145240Z.yaml,Memory supported navigation while canonical sources and registries decided classifications and authority.
REL-TX12-REVIEW-REVIEWS-REGISTRY,SRC-TRACE-SEMANTIC-REVIEW-TX12,reviews,SRC-REG-REQ-TRACE,Sys4AI/docs/requirement_trace_semantic_review_tx12.md,Controlled report records all 214 accountable dispositions counts gaps retired-runtime handling and rollback evidence.
REL-TX12-REGISTRY-CONFORMS-SCHEMA,SRC-REG-REQ-TRACE,conforms_to,SRC-CONTRACT-REQUIREMENT-TRACE-ROW,Sys4AI/registries/requirement_trace_registry.csv,All live rows use the generalized 2.0.0 shape and preserve exact legacy compatibility fields.
REL-TX12-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX12,closes,SRC-TX12-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,Machine-readable closeout binds count ID rollback semantic-review validation and next recommendation.
REL-TX12-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX12,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX12,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,Portable handoff routes only to TX-13 broader validators.
REL-TX12-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX12-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX12,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX12-001.md,Human-readable receipt records reviewed counts exact rollback explicit gaps and the TX-13-only boundary.
REL-TX12-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX12-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX12-001.md,Completion evidence closes TX-12 without beginning TX-13 or later work.
REL-TX13-STRATEGIC-VALIDATOR-VALIDATES-TEMPLATES,SRC-VALIDATOR-STRATEGIC-INTENT,validates,SRC-TEMPLATE-TARGET-VISION,Sys4AI/sys_for_ai/strategic_intent.py,Focused validator checks both target vision and core-values contracts approval evidence hashes and authority boundaries.
REL-TX13-PRD-VALIDATOR-VALIDATES-P0,SRC-VALIDATOR-PRD-SEMANTICS,validates,SRC-PRD-P0,Sys4AI/sys_for_ai/prd_semantics.py,Focused validator checks composite identity lifecycle pattern execution and retired-reference classification semantics.
REL-TX13-LIFECYCLE-VALIDATOR-VALIDATES-P0,SRC-VALIDATOR-LIFECYCLE-PATTERNS,validates,SRC-PRD-P0,Sys4AI/sys_for_ai/lifecycle_patterns.py,Focused validator checks eight complete stage contracts transition gates independent patterns maturity and production evidence.
REL-TX13-TRACE-VALIDATOR-VALIDATES-REGISTRY,SRC-VALIDATOR-TRACE-SEMANTICS,validates,SRC-REG-REQ-TRACE,Sys4AI/sys_for_ai/trace_validation.py,Focused validator checks paths profiles state freshness generated authority and exact TX-12 gaps without writing trace data.
