control_record_id,path,record_type,execution_profile,authority_status,owner,validation_contract_id,allowed_writers,allowed_readers,related_execution_transaction_id,related_legacy_execution_id,supersedes,source_hash,last_validated_at,notes
ctrl_sys4ai_name_migration_completion,control_records/completions/RECEIPT-SYS4AI-DEV-NAME-MIGRATION-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,baseline_change_manager,all_agents,,AJ-SYS4AI-DEV-NAME-MIGRATION-001,,pending,2026-07-07T12:00:00Z,Completion receipt for Sys4AI and Sys4AI-dev name migration
ctrl_sys4ai_name_migration_handoff,control_records/handoffs/HANDOFF-SYS4AI-DEV-NAME-MIGRATION-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,baseline_change_manager,all_agents,,AJ-SYS4AI-DEV-NAME-MIGRATION-001,,pending,2026-07-07T12:00:00Z,Handoff for Sys4AI and Sys4AI-dev name migration
ctrl_init_frontdoor_director_decision,control_records/director_decisions/DDR-SFADEV-11-INIT-FRONTDOOR-001.yaml,director_decision,legacy_execution_v0_2,controlled,implementation_initialization,contract_director_decision,system_director,all_agents,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Director decision selecting init front-door implementation
ctrl_init_frontdoor_agentjob,control_records/agentjobs/AJ-SFADEV-11-INIT-FRONTDOOR-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,system_engineer,all_agents,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Operational AgentJob for init front-door implementation
ctrl_init_frontdoor_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-11-INIT-FRONTDOOR-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,system_engineer,all_agents,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Memory preflight receipt for init front-door implementation
ctrl_init_frontdoor_completion,control_records/completions/RECEIPT-SFADEV-11-INIT-FRONTDOOR-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,system_engineer,all_agents,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Completion receipt for init front-door implementation
ctrl_init_frontdoor_handoff,control_records/handoffs/HANDOFF-SFADEV-11-INIT-FRONTDOOR-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,system_engineer,all_agents,,AJ-SFADEV-11-INIT-FRONTDOOR-001,,pending,2026-07-07T18:00:00Z,Handoff for init front-door implementation
ctrl_ws00_baseline_agentjob,control_records/agentjobs/AJ-SFADEV-WS00-BASELINE-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-WS00-BASELINE-001,,pending,2026-07-07T18:30:00Z,AgentJob for WS-00 baseline validation and receipt evidence
ctrl_discovery_gate_smoke_director_decision,control_records/director_decisions/DDR-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,director_decision,legacy_execution_v0_2,controlled,system_definition,contract_director_decision,system_director,all_agents,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,,pending,2026-07-07T23:58:03Z,Director decision selecting discovery gate smoke validation
ctrl_discovery_gate_smoke_closeout_agentjob,control_records/agentjobs/AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,system_definition,contract_agentjob_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,AJ-P1-DISCOVERY-GATE-SMOKE-001,pending,2026-07-07T23:58:03Z,Closeout-capable AgentJob for discovery gate smoke validation
ctrl_discovery_gate_smoke_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,user_wants_elicitor,all_agents,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,,pending,2026-07-07T23:58:03Z,Memory preflight receipt for discovery gate smoke validation
ctrl_discovery_gate_smoke_completion,control_records/completions/RECEIPT-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,system_definition,contract_completion_receipt_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,,pending,2026-07-07T23:58:03Z,Completion receipt for discovery gate smoke validation
ctrl_discovery_gate_smoke_handoff,control_records/handoffs/HANDOFF-SFADEV-12-DISCOVERY-GATE-SMOKE-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,system_definition,contract_handoff_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-12-DISCOVERY-GATE-SMOKE-001,,pending,2026-07-07T23:58:03Z,Handoff for discovery gate smoke validation
ctrl_plan_control_director_decision,control_records/director_decisions/DDR-SFADEV-13-PLAN-CONTROL-001.yaml,director_decision,legacy_execution_v0_2,controlled,implementation_initialization,contract_director_decision,system_director,all_agents,,AJ-SFADEV-13-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,Director decision selecting plan-control compatibility pointer packet
ctrl_plan_control_agentjob,control_records/agentjobs/AJ-SFADEV-13-PLAN-CONTROL-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,system_director,all_agents,,AJ-SFADEV-13-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,AgentJob for plan-control compatibility pointer packet
ctrl_plan_control_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-13-PLAN-CONTROL-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,system_director,all_agents,,AJ-SFADEV-13-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,Memory preflight receipt for plan-control compatibility pointer
ctrl_plan_control_completion,control_records/completions/RECEIPT-SFADEV-13-PLAN-CONTROL-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,system_director,all_agents,,AJ-SFADEV-13-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,Completion receipt for plan-control compatibility pointer
ctrl_plan_control_handoff,control_records/handoffs/HANDOFF-SFADEV-13-PLAN-CONTROL-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,system_director,all_agents,,AJ-SFADEV-13-PLAN-CONTROL-001,,pending,2026-07-08T00:33:02Z,Handoff for plan-control compatibility pointer
ctrl_plan_completion_audit_director_decision,control_records/director_decisions/DDR-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,director_decision,legacy_execution_v0_2,controlled,implementation_initialization,contract_director_decision,system_director,all_agents,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:43:46Z,Director decision selecting plan completion audit
ctrl_plan_completion_audit_agentjob,control_records/agentjobs/AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:43:46Z,AgentJob for plan completion audit
ctrl_plan_completion_audit_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_verifier,all_agents,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:46:59Z,Memory preflight receipt for plan completion audit
ctrl_plan_completion_audit_completion,control_records/completions/RECEIPT-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:46:59Z,Completion receipt for plan completion audit
ctrl_plan_completion_audit_handoff,control_records/handoffs/HANDOFF-SFADEV-14-PLAN-COMPLETION-AUDIT-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-14-PLAN-COMPLETION-AUDIT-001,,pending,2026-07-08T00:46:59Z,Handoff for plan completion audit
ctrl_next_scope_selection_director_decision,control_records/director_decisions/DDR-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,director_decision,legacy_execution_v0_2,controlled,implementation_initialization,contract_director_decision,system_director,all_agents,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,Director decision selecting next-scope plan adoption
ctrl_next_scope_selection_agentjob,control_records/agentjobs/AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,system_director,all_agents,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,AgentJob for next-scope plan adoption
ctrl_next_scope_selection_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,system_director,all_agents,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,Memory preflight receipt for next-scope selection
ctrl_next_scope_selection_completion,control_records/completions/RECEIPT-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,system_director,all_agents,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,Completion receipt for next-scope selection
ctrl_next_scope_selection_handoff,control_records/handoffs/HANDOFF-SFADEV-15-NEXT-SCOPE-SELECTION-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,system_director,all_agents,,AJ-SFADEV-15-NEXT-SCOPE-SELECTION-001,,pending,2026-07-08T20:29:00Z,Handoff for next-scope selection
ctrl_legacy_pending_reconciliation_director_decision,control_records/director_decisions/DDR-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,director_decision,legacy_execution_v0_2,controlled,implementation_initialization,contract_director_decision,system_director,all_agents,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,Director decision selecting legacy pending AgentJob row reconciliation
ctrl_legacy_pending_reconciliation_agentjob,control_records/agentjobs/AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_agentjob_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,AgentJob for legacy pending row reconciliation
ctrl_legacy_pending_reconciliation_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_verifier,all_agents,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,Memory preflight receipt for legacy pending row reconciliation
ctrl_legacy_pending_reconciliation_completion,control_records/completions/RECEIPT-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_completion_receipt_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,Completion receipt for legacy pending row reconciliation
ctrl_legacy_pending_reconciliation_handoff,control_records/handoffs/HANDOFF-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,implementation_initialization,contract_handoff_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-16-LEGACY-PENDING-ROW-RECONCILIATION-001,,pending,2026-07-08T20:38:12Z,Handoff for legacy pending row reconciliation
ctrl_phase2_walking_skeleton_rdr_director_decision,control_records/director_decisions/DDR-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,director_decision,legacy_execution_v0_2,controlled,system_definition,contract_director_decision,system_director,all_agents,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,Director decision selecting Phase 2 walking skeleton RDR
ctrl_phase2_walking_skeleton_rdr_agentjob,control_records/agentjobs/AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,system_definition,contract_agentjob_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,AgentJob for Phase 2 walking skeleton RDR
ctrl_phase2_walking_skeleton_rdr_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,user_wants_elicitor,all_agents,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,Memory preflight receipt for Phase 2 walking skeleton RDR
ctrl_phase2_walking_skeleton_rdr_completion,control_records/completions/RECEIPT-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,system_definition,contract_completion_receipt_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,Completion receipt for Phase 2 walking skeleton RDR
ctrl_phase2_walking_skeleton_rdr_handoff,control_records/handoffs/HANDOFF-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,system_definition,contract_handoff_v0_2,user_wants_elicitor,all_agents,,AJ-SFADEV-17-PHASE2-WALKING-SKELETON-RDR-001,,pending,2026-07-08T20:49:17Z,Handoff for Phase 2 walking skeleton RDR
ctrl_phase2_walking_skeleton_prd_director_decision,control_records/director_decisions/DDR-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,director_decision,legacy_execution_v0_2,controlled,framework_product,contract_director_decision,system_director,all_agents,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,,pending,2026-07-08T21:04:10Z,Director decision selecting Phase 2 walking skeleton PRD
ctrl_phase2_walking_skeleton_prd_agentjob,control_records/agentjobs/AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,requirements_manager,all_agents,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,,pending,2026-07-08T21:04:10Z,AgentJob for Phase 2 walking skeleton PRD
ctrl_phase2_walking_skeleton_prd_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_manager,all_agents,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,,pending,2026-07-08T21:04:10Z,Memory preflight receipt for Phase 2 walking skeleton PRD
ctrl_phase2_walking_skeleton_prd_completion,control_records/completions/RECEIPT-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,requirements_manager,all_agents,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,,pending,2026-07-08T21:04:10Z,Completion receipt for Phase 2 walking skeleton PRD
ctrl_phase2_walking_skeleton_prd_handoff,control_records/handoffs/HANDOFF-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,requirements_manager,all_agents,,AJ-SFADEV-18-PHASE2-WALKING-SKELETON-PRD-001,,pending,2026-07-08T21:04:10Z,Handoff for Phase 2 walking skeleton PRD
ctrl_phase2_walking_skeleton_plan_director_decision,control_records/director_decisions/DDR-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,director_decision,legacy_execution_v0_2,controlled,framework_product,contract_director_decision,system_director,all_agents,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,Director decision selecting Phase 2 walking skeleton implementation plan
ctrl_phase2_walking_skeleton_plan_agentjob,control_records/agentjobs/AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,AgentJob for Phase 2 walking skeleton implementation plan
ctrl_phase2_walking_skeleton_plan_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,implementation_initialization_agent,all_agents,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,Memory preflight receipt for Phase 2 walking skeleton implementation plan
ctrl_walking_skeleton_flow_agentjob,control_records/agentjobs/AJ-SFADEV-20-WALKING-SKELETON-FLOW-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,,pending,2026-07-08T21:25:01Z,AgentJob for Phase 2 walking skeleton flow validation
ctrl_target_package_smoke_agentjob,control_records/agentjobs/AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,,pending,2026-07-08T21:56:48Z,AgentJob for Phase 2 target package smoke surface
ctrl_walking_skeleton_demo_agentjob,control_records/agentjobs/AJ-SFADEV-22-WALKING-SKELETON-DEMO-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,,pending,2026-07-08T22:11:45Z,Completed AgentJob for Phase 2 walking skeleton demonstration
ctrl_phase2_walking_skeleton_plan_completion,control_records/completions/RECEIPT-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,Completion receipt for Phase 2 walking skeleton implementation plan
ctrl_phase2_walking_skeleton_plan_handoff,control_records/handoffs/HANDOFF-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-19-PHASE2-WALKING-SKELETON-PLAN-001,,pending,2026-07-08T21:25:01Z,Handoff for Phase 2 walking skeleton implementation plan
ctrl_walking_skeleton_flow_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-20-WALKING-SKELETON-FLOW-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,implementation_initialization_agent,all_agents,,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,,pending,2026-07-08T21:41:39Z,Memory preflight receipt for Phase 2 walking skeleton flow validator
ctrl_walking_skeleton_flow_completion,control_records/completions/RECEIPT-SFADEV-20-WALKING-SKELETON-FLOW-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,,pending,2026-07-08T21:41:39Z,Completion receipt for Phase 2 walking skeleton flow validator
ctrl_walking_skeleton_flow_handoff,control_records/handoffs/HANDOFF-SFADEV-20-WALKING-SKELETON-FLOW-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-20-WALKING-SKELETON-FLOW-001,,pending,2026-07-08T21:41:39Z,Handoff for Phase 2 walking skeleton flow validator
ctrl_target_package_smoke_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-21-TARGET-PACKAGE-SMOKE-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,implementation_initialization_agent,all_agents,,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,,pending,2026-07-08T21:56:48Z,Memory preflight receipt for Phase 2 target package smoke surface
ctrl_target_package_smoke_completion,control_records/completions/RECEIPT-SFADEV-21-TARGET-PACKAGE-SMOKE-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,,pending,2026-07-08T21:56:48Z,Completion receipt for Phase 2 target package smoke surface
ctrl_target_package_smoke_handoff,control_records/handoffs/HANDOFF-SFADEV-21-TARGET-PACKAGE-SMOKE-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,implementation_initialization_agent,all_agents,,AJ-SFADEV-21-TARGET-PACKAGE-SMOKE-001,,pending,2026-07-08T21:56:48Z,Handoff for Phase 2 target package smoke surface
ctrl_walking_skeleton_demo_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-22-WALKING-SKELETON-DEMO-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_verifier,all_agents,,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,,pending,2026-07-08T22:11:45Z,Memory preflight receipt for Phase 2 walking skeleton demo
ctrl_walking_skeleton_demo_completion,control_records/completions/RECEIPT-SFADEV-22-WALKING-SKELETON-DEMO-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,,pending,2026-07-08T22:11:45Z,Completion receipt for Phase 2 walking skeleton demo
ctrl_walking_skeleton_demo_handoff,control_records/handoffs/HANDOFF-SFADEV-22-WALKING-SKELETON-DEMO-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,requirements_verifier,all_agents,,AJ-SFADEV-22-WALKING-SKELETON-DEMO-001,,pending,2026-07-08T22:11:45Z,Handoff for Phase 2 walking skeleton demo
ctrl_prd_decomposition_strategy_agentjob,control_records/agentjobs/AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,requirements_manager,all_agents,,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,,pending,2026-07-08T22:31:22Z,Completed AgentJob for PRD decomposition strategy
ctrl_prd_decomposition_strategy_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_manager,all_agents,,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,,pending,2026-07-08T22:31:22Z,Memory preflight receipt for PRD decomposition strategy
ctrl_prd_decomposition_strategy_completion,control_records/completions/RECEIPT-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,requirements_manager,all_agents,,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,,pending,2026-07-08T22:31:22Z,Completion receipt for PRD decomposition strategy
ctrl_prd_decomposition_strategy_handoff,control_records/handoffs/HANDOFF-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,requirements_manager,all_agents,,AJ-SFADEV-23-PRD-DECOMPOSITION-STRATEGY-001,,pending,2026-07-08T22:31:22Z,Handoff for PRD decomposition strategy
ctrl_subprd_drafts_agentjob,control_records/agentjobs/AJ-SFADEV-24-SUBPRD-DRAFTS-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,requirements_manager,all_agents,,AJ-SFADEV-24-SUBPRD-DRAFTS-001,,pending,2026-07-08T22:57:00Z,Completed AgentJob for sub-PRD draft generation.
ctrl_subprd_drafts_memory_preflight,control_records/memory_preflights/MEMPREFLIGHT-SFADEV-24-SUBPRD-DRAFTS-001.yaml,memory_preflight_receipt,legacy_execution_v0_2,historical,source_first_memory,contract_memory_preflight_receipt_v0_1,requirements_manager,all_agents,,AJ-SFADEV-24-SUBPRD-DRAFTS-001,,pending,2026-07-08T22:57:00Z,Memory preflight receipt for sub-PRD draft generation.
ctrl_subprd_drafts_completion,control_records/completions/RECEIPT-SFADEV-24-SUBPRD-DRAFTS-001.yaml,completion_receipt_v0_2,legacy_execution_v0_2,historical,framework_product,contract_completion_receipt_v0_2,requirements_manager,all_agents,,AJ-SFADEV-24-SUBPRD-DRAFTS-001,,pending,2026-07-08T22:57:00Z,Completion receipt for sub-PRD draft generation.
ctrl_subprd_drafts_handoff,control_records/handoffs/HANDOFF-SFADEV-24-SUBPRD-DRAFTS-001.yaml,handoff_v0_2,legacy_execution_v0_2,historical,framework_product,contract_handoff_v0_2,requirements_manager,all_agents,,AJ-SFADEV-24-SUBPRD-DRAFTS-001,,pending,2026-07-08T22:57:00Z,Handoff for sub-PRD draft generation.
ctrl_subprd_promotion_director_decision,control_records/director_decisions/DDR-SFADEV-25-SUBPRD-PROMOTION-001.yaml,director_decision,legacy_execution_v0_2,controlled,framework_product,contract_director_decision,system_director,all_agents,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,Director decision routing all sub-PRDs as derivative drafts.
ctrl_subprd_promotion_agentjob,control_records/agentjobs/AJ-SFADEV-25-SUBPRD-PROMOTION-001.yaml,agentjob_v0_2,legacy_execution_v0_2,historical,framework_product,contract_agentjob_v0_2,system_director,all_agents,,AJ-SFADEV-25-SUBPRD-PROMOTION-001,,pending,2026-07-08T23:18:35Z,AgentJob for sub-PRD promotion and routing.
